itemonagendaid,GL_rec
10464738,Against
10464745,For
10464746,Against
11043073,For
11043074,For
11043075,For
11043076,For
11043077,For
11043078,1 Year
11043079,For
11043080,For
11043081,For
11043082,For
11043083,Against
11744039,For
11744040,For
11744041,For
11744042,For
11744043,For
11744044,For
11744045,For
11744046,For
11744047,For
11744048,For
11744049,For
11744050,Against
12468055,For
12468056,For
12468057,For
12468058,For
12468059,For
13158566,For
13158567,For
13158568,For
13158569,For
13158570,For
13158571,For
13158572,For
13860074,For
13860075,For
13860076,For
13860077,For
13860078,For
13860079,For
7295613,For
7295614,For
7295615,For
7295616,For
7295617,For
7624948,For
7624949,For
7624950,For
7624951,For
7975685,For
7975686,For
7975687,For
7975688,Against
7975689,For
7975690,For
8316631,For
8316632,For
8316633,For
8316634,For
8316635,For
8316636,For
8316637,1 Year
8316638,For
8698374,For
8698375,For
8698376,For
8698377,For
8698378,For
8698379,For
8698380,For
9154048,For
9154049,For
9154050,For
9154051,For
9154052,For
9154053,For
9154054,For
9583057,For
9583058,For
9583059,For
9583060,For
9583061,For
9583063,Against
10036119,For
10036120,For
10036121,For
10036122,For
10036123,For
10036124,For
10036128,Against
10036129,Against
10596768,For
10596769,For
10596770,For
10596771,For
10596772,For
10596773,For
10596774,For
11178016,For
11178017,For
11178018,For
11178019,For
11178020,For
11178021,For
11178022,1 Year
11894996,For
11894997,For
11894998,For
11894999,For
11895000,For
11895001,For
11895002,For
11895003,For
7432741,For
7432742,For
7432743,For
7432744,For
7432745,For
7774174,For
7774175,Withhold
7774176,For
7774177,For
7774178,Against
8106942,For
8106943,For
8106944,For
8106945,For
8106946,Against
10254066,For
10254067,Against
10254068,For
10254077,For
10254078,For
10254079,Against
10838046,For
10838047,For
10838048,For
10838049,For
10838050,For
10838051,Against
7292038,For
7292039,For
7292040,For
7292041,For
7292042,For
7292043,For
7292044,For
7292045,For
7292046,For
7292047,For
7292048,For
7292049,For
7292050,For
7292051,For
7292052,Against
7292053,Against
7292054,Against
7648674,For
7648675,For
7648677,Against
7648678,Against
7648679,For
7648680,For
7648681,For
7648682,For
7648683,Against
7648684,Against
7648685,For
7648686,For
7971262,For
7971263,For
7971264,For
7971265,For
7971266,For
7971267,For
7971268,For
7971269,For
7971270,For
7971271,For
7971272,For
7971273,For
7971274,For
7971275,For
8327156,For
8327157,For
8327158,For
8327159,For
8327160,For
8327161,For
8327162,For
8327163,For
8327164,For
8327165,For
8327166,For
8327168,For
8327169,For
8327170,1 Year
8327171,For
8696071,For
8696072,For
8696073,For
8696074,For
8696075,For
8696076,For
8696077,For
8696078,For
8696079,For
8696080,For
8696081,For
8696082,For
8696083,For
9166740,For
9166753,For
9166741,For
9166742,For
9166743,For
9166745,For
9166746,For
9166747,For
9166749,For
9166750,For
9166751,For
9166752,For
9166762,Against
9166766,Against
9573945,For
9573946,For
9573947,For
9573948,For
9573949,For
9573950,For
9573951,For
9573952,For
9573953,For
9573954,For
9573955,For
9573956,For
9573957,For
9573958,Against
9573959,Against
10047810,For
10047811,For
10047812,For
10047813,For
10047814,For
10047815,For
10047816,For
10047817,For
10047818,For
10047819,For
10047820,For
10047821,For
10047822,For
10047823,For
10047824,For
10047825,For
10047826,Against
10605886,For
10605887,For
10605888,For
10605889,For
10605890,For
10605891,For
10605892,For
10605893,For
10605894,For
10605895,For
10605896,For
10605897,For
10605898,For
10605931,Against
11178213,For
11178214,For
11178215,For
11178216,For
11178217,For
11178218,For
11178219,For
11178220,For
11178221,For
11178222,For
11178223,For
11178240,For
11178241,1 Year
11178242,For
11178243,Against
11905244,For
11905245,For
11905246,For
11905247,For
11905248,For
11905249,For
11905250,For
11905251,For
11905252,For
11905400,For
11905401,For
11905402,Against
12623441,For
12623442,For
12623443,For
12623444,For
12623445,For
12623446,For
12623447,For
12623448,For
12623449,For
12623450,For
12623451,For
12623452,For
12623453,For
13321477,For
13321478,For
13321479,For
13321480,For
13321481,For
13321482,For
13321483,For
13321484,For
13321485,For
13321486,For
13321487,For
13321488,For
14030704,For
14030705,For
14030706,For
14030707,For
14030708,For
14030709,For
14030710,For
14030711,For
14030712,For
14030713,For
14030714,For
14030715,For
14030716,For
14030717,For
7680420,For
7680421,For
7680422,For
8149576,For
8149577,For
8149578,For
8149579,For
8149580,For
8149581,For
8149582,For
8149583,For
8149584,For
8149585,For
8149586,For
8372492,For
8372493,For
8372494,For
8372495,For
8372496,For
8372497,For
8372498,For
8372499,For
8372500,For
8372501,For
8372502,1 Year
7231018,Withhold
7231019,For
7231020,For
7231021,For
7558544,For
7558545,For
7913376,For
7913377,For
7913378,For
7913379,For
7309721,For
7309722,For
7309723,For
7309724,For
7309725,For
7309726,For
7309727,For
7309728,For
7624992,Withhold
7624993,For
7624994,For
7624995,Against
7624997,For
7624998,For
7984142,For
7984143,For
7984144,Against
7984145,For
7984146,For
8326019,For
8326020,For
8326021,For
8326022,Against
8326023,For
8326024,For
8326025,For
8326026,Against
8326027,1 Year
8687602,For
8687603,For
8687604,Against
8687605,For
8687606,Against
8687607,For
8687608,For
8687609,For
8687610,For
8687611,For
8687612,Against
9146961,For
9146962,For
9146963,Against
9146964,For
9146965,For
9146966,For
9146967,For
9146968,For
9146969,For
9146970,For
9146971,For
9146984,For
9146985,For
9574027,For
9574028,For
9574029,Against
9574030,For
9574031,For
9574032,For
9574033,For
9574034,For
9574035,For
9574036,For
9574037,For
9574038,Against
10047540,For
10047541,For
10047542,For
10047543,For
10047544,For
10047545,For
10047546,For
10047547,For
10047548,For
10047549,For
10047550,For
10047551,Against
10619684,For
10619685,For
10619686,For
10619687,For
10619688,For
10619689,For
10619690,For
10619691,For
10619692,For
10619693,For
10619694,Against
10619695,For
11201154,For
11201155,For
11201156,For
11201157,For
11201158,For
11201159,For
11201160,For
11201161,For
11201162,For
11201163,For
11201164,For
11201165,For
11201166,1 Year
11201167,For
11201168,For
11944909,For
11944910,Against
11944911,For
11944912,For
11944913,For
11944914,For
11944915,Against
11944916,For
11944917,For
11944918,Against
11944919,Against
11944920,For
11944921,For
12623487,For
12623488,For
12623489,For
12623490,For
12623491,For
12623492,For
12623493,For
12623494,For
12623495,For
12623496,For
12623497,Against
12623498,For
13316213,For
13316214,For
13316215,For
13316216,For
13316217,For
13316218,For
13316219,For
13316220,For
13316221,For
13316222,For
13316223,Against
13316224,For
13316225,For
14020531,For
14020532,For
14020533,For
14020534,For
14020535,For
14020536,For
14020537,For
14020538,For
14020539,For
14020540,For
14020541,Against
14020542,For
7265376,For
7265377,For
7265378,For
7265379,For
7265380,For
7597014,For
7597015,For
7597016,For
7597017,For
7597018,For
7597019,Against
7597020,For
7949093,For
7949094,For
7949095,Withhold
7949096,For
7949097,For
7949098,For
7949099,For
8304258,For
8304259,For
8304260,Withhold
8304261,For
8304262,For
8304263,For
8304264,For
8304265,1 Year
8304266,For
8304267,For
8304268,For
8649341,For
8649342,For
8649343,For
8649344,For
8649345,For
8649347,For
8649346,For
8649348,For
9111666,For
9111667,For
9111668,Against
9111669,For
9111670,For
9111671,For
9111672,For
9111673,Against
9546752,For
9546753,For
9546754,For
9546755,For
9546756,For
9546757,Against
9546758,For
9546759,For
9989920,For
9989921,For
9989922,For
9989923,For
9989924,For
9989925,For
9989926,For
9989927,For
9989928,For
9989929,For
10524258,For
10524259,For
10524260,For
10524261,For
10524262,For
10524263,For
10524264,For
10524265,For
10524266,For
10524267,For
10524272,For
10524314,For
10524315,For
11105627,For
11105628,For
11105629,For
11105630,For
11105631,For
11105632,For
11105633,For
11105634,For
11105635,For
11105636,For
11105637,For
11105638,For
11105639,1 Year
11105640,For
12095375,For
12095376,For
12095377,For
12095378,For
12095379,For
12095380,For
12095381,For
12095382,For
12095383,For
12095384,For
12095385,For
12095386,For
12095387,For
12095388,For
12095389,For
12095390,For
13268342,For
13268343,For
13268344,For
13268345,For
13268346,For
13268347,For
13268348,For
13268349,For
13268350,For
13268351,For
13268352,For
13268353,For
13268464,For
13268465,For
13268466,For
13268467,For
13268468,For
13933549,For
13933550,For
13933551,For
13933552,For
13933553,For
13933554,For
13933555,For
13933556,For
13933557,For
13933558,For
13933559,For
13933560,For
13933561,For
13933562,For
9221924,For
9221933,For
9221925,For
9221926,For
9221927,For
9221928,For
9221929,For
9221930,For
9221931,For
9221932,For
9221934,For
9221935,For
9221936,For
9221938,Against
9675699,For
9675708,For
9675700,For
9675701,For
9675702,For
9675703,For
9675704,For
9675705,For
9675706,For
9675707,For
9675709,For
9675710,For
9675711,For
10157893,For
10157902,For
10157894,For
10157895,For
10157896,For
10157897,For
10157898,For
10157899,For
10157900,For
10157901,For
10157903,For
10157904,For
10157905,For
10157906,For
10157907,For
10716461,For
10716470,For
10716462,For
10716463,For
10716464,For
10716465,For
10716466,For
10716467,For
10716468,For
10716469,For
10716471,For
10716472,For
10716473,For
10716474,For
10716475,For
11336453,For
11336462,For
11336454,For
11336455,For
11336456,For
11336457,For
11336458,For
11336459,For
11336460,For
11336461,For
11336463,For
11336464,For
11336465,For
11336466,For
11336467,1 Year
11336468,For
12089637,For
12089646,For
12089638,For
12089639,For
12089640,For
12089641,For
12089642,For
12089643,For
12089644,For
12089645,For
12089647,For
12089648,For
12092156,For
12774677,For
12774686,For
12774678,For
12774679,For
12774680,For
12774681,For
12774682,For
12774683,For
12774684,For
12774685,For
12774687,For
12774688,For
12774689,For
12774690,For
12774691,For
13433927,For
13433936,For
13433928,For
13433929,For
13433930,For
13433931,For
13433932,For
13433933,For
13433934,For
13433935,For
13433937,For
13433938,For
13433939,For
13433940,For
14159929,For
14159938,For
14159930,For
14159931,For
14159932,For
14159933,For
14159934,For
14159935,For
14159936,For
14159937,For
14159939,For
14159940,For
14159941,For
14159942,For
7316113,For
7316114,For
7316115,For
7316116,For
7316117,For
7644046,Withhold
7644047,For
7644048,For
7644049,For
7975985,For
7975986,For
7975987,Withhold
7975988,For
7975989,Against
8361697,For
8361698,For
8361699,For
8361700,For
8361701,For
8361702,For
8361703,1 Year
8736666,For
8736667,For
8736668,For
8736669,For
8736670,For
8736671,Against
9179010,For
9179011,Withhold
9179012,For
9179013,For
9179014,For
9179015,For
9179016,For
9179017,For
9687492,For
9687506,For
9687493,For
9687494,For
9687500,For
9687501,Withhold
9687502,Withhold
9687503,For
9687504,For
9687505,For
9687507,For
9687508,For
9687509,For
9687498,For
9687499,For
10101673,For
10101682,For
10101674,For
10101675,For
10101676,For
10101677,Withhold
10101678,Withhold
10101679,For
10101680,For
10101681,For
10101683,For
10101684,For
10101685,For
10101686,For
10101687,For
10645371,For
10645372,For
10645373,For
10645374,Withhold
10645375,Withhold
10645376,For
10645377,For
10645378,For
10645379,For
10645380,For
10645381,For
10645382,For
11174093,For
11174094,Withhold
11174095,For
11174096,Withhold
11174097,For
11174098,For
11174099,For
11174100,For
11174101,For
11174102,For
11174103,For
11174104,1 Year
11906013,For
11906014,For
11906015,For
11906016,Withhold
11906017,For
11906018,For
11906019,For
11906020,For
11906021,For
11906022,For
11906023,For
12630366,For
12630367,For
12630368,For
12630369,For
12630370,For
12630371,For
12630372,For
12630373,For
12630374,For
12630375,For
12630376,For
13344117,For
13344118,For
13344119,For
13344120,For
13344121,For
13344122,For
13344123,For
13344124,For
13344125,For
13344126,For
13344127,For
14029545,For
14029546,For
14029547,For
14029548,For
14029549,For
14029550,For
14029551,For
14029552,For
14029553,For
14029554,For
14029555,For
7571562,Withhold
7571563,For
7571564,Withhold
7571565,For
7571566,For
7920706,For
7920707,For
7920708,For
7920709,For
7920710,For
7920711,For
7920712,For
7920713,For
8620363,For
8620364,For
8620365,For
8620366,For
8620367,For
8620368,For
9508893,For
9508894,For
9508895,For
9508896,For
9508897,For
9508898,For
12476640,For
12476641,For
12476642,For
12476643,For
12476644,For
12476645,For
12476646,For
7530485,For
7530486,For
7530487,For
7875223,For
7875224,For
8208345,For
8208346,For
8208347,For
8208348,For
8208349,For
10979631,For
10979632,For
10979633,For
10979634,For
10979635,For
10979636,For
10979637,For
10979638,For
10979639,For
10979640,For
10979641,For
10979642,For
10979643,For
12369708,For
12369709,For
12369710,For
12369711,For
12369712,For
12369713,For
12369714,For
12369715,For
12369716,For
7600841,For
7600842,For
7600843,For
7600844,For
7600845,For
7600846,For
7600847,For
7600848,For
7600849,For
7941665,For
7941666,For
7941667,For
7941668,For
7941669,Withhold
7941670,For
7941671,For
7941672,For
8288196,For
8288197,For
8288198,For
8288199,For
8288200,Withhold
8288201,For
8288202,For
8288203,For
8288204,For
8288205,1 Year
8650526,For
8650527,For
8650528,For
8650529,For
8650530,Withhold
8650531,For
8650532,For
8650533,For
8650534,For
8650535,For
9128402,For
9128403,For
9128404,For
9128405,For
9128406,Withhold
9128407,For
9128408,For
9128409,For
9128410,For
9544052,For
9544053,For
9544054,For
9544055,For
9544056,Against
9544057,For
9544058,For
9544059,For
9544060,For
9544061,For
10023540,For
10023541,For
10023542,For
10023543,For
10023544,For
10023545,For
10023546,For
10023547,For
10572770,For
10572771,For
10572772,For
10572773,For
10572774,For
10572775,For
10572776,For
10572777,For
10572778,For
11155598,For
11155599,For
11155600,For
11155601,For
11155602,For
11155603,For
11155604,For
11155605,For
11155606,For
11155607,1 Year
11862975,For
11862976,For
11862977,For
11862978,For
11862979,For
11862980,For
11862981,For
11862982,For
11862983,For
12585717,For
12585718,For
12585719,For
12585720,For
12585721,For
12585722,For
12585723,For
12585724,For
12585725,For
13271721,For
13271722,For
13271723,For
13271724,For
13271725,For
13271726,For
13271727,For
13271728,For
13271729,For
13973838,For
13973839,For
13973840,For
13973841,For
13973842,For
13973843,For
13973844,For
13973845,For
13973846,For
7690194,For
7690195,Withhold
7690196,For
7690197,Against
7690198,For
7690199,For
8039672,For
8039673,For
8039674,For
8039675,For
9220978,For
9220979,For
9220980,For
9220981,For
9220982,Against
9220983,For
9220984,For
11301884,For
11301885,Withhold
11301886,For
11301887,For
11301888,For
11301889,1 Year
12022974,For
12022973,For
12022975,For
12022976,For
12733154,For
12733155,For
12733156,For
12733157,For
12733158,For
13392453,For
13392454,For
13392455,For
13392456,For
13392457,For
14077945,Withhold
14077946,For
14077947,For
14077948,For
14077949,For
14077950,Against
7331468,For
7331469,Withhold
7331470,For
7331471,For
7667879,Withhold
7667880,For
7667881,For
7667882,For
7667883,For
8036240,For
8036241,For
8036242,For
8036243,For
8389272,Withhold
8389273,For
8389274,For
8389275,For
8389276,For
8389277,For
8389278,Against
8389279,1 Year
8753444,For
8753445,For
8753446,For
8753447,Against
9207340,For
9207341,For
9207342,For
9207343,For
9207344,For
9207345,For
9207346,Against
10126758,For
10126759,For
10126760,For
10126761,Withhold
10126762,For
10126763,For
10126764,For
10126765,For
10126787,For
10126788,For
10126789,For
10126790,For
10696658,For
10696659,For
10696660,For
10696661,Withhold
10696662,For
10696663,For
10696664,For
10696665,For
10696666,For
10696667,For
10696668,For
10696669,For
11306052,For
11306053,For
11306054,For
11306055,For
11306056,For
11306057,For
11306058,For
11306059,For
11306060,For
11306061,For
11306062,1 Year
12011833,For
